File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
56499451-decc-4fbf-a957-8ce2a7b65744	TCGA-UCEC.f6715a0f-7ef1-4b97-bfc5-67c4fb0a2d7e.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-FI-A2D6, TCGA-FI-A2D6	TCGA-FI-A2D6-01A, TCGA-FI-A2D6-10A	Primary Tumor, Blood Derived Normal
dc9e1386-f5a7-46e4-9315-8ac94347e9dc	TCGA-UCEC.a8d038ce-6cf0-44b3-ac18-b31e4d44ea57.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A2HG, TCGA-AX-A2HG	TCGA-AX-A2HG-01A, TCGA-AX-A2HG-10A	Primary Tumor, Blood Derived Normal
0dc4f384-aa31-4eb0-a922-c30ddde4f321	TCGA-UCEC.14be6109-a70f-4096-a0cc-d574028cff65.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BS-A0TC, TCGA-BS-A0TC	TCGA-BS-A0TC-10A, TCGA-BS-A0TC-01A	Blood Derived Normal, Primary Tumor
3ebb25d4-da1d-46aa-bbd1-4d6977cad9c2	TCGA-UCEC.b698ed44-9263-4ea7-9c55-0f3449c60bf7.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A3DH, TCGA-D1-A3DH	TCGA-D1-A3DH-01A, TCGA-D1-A3DH-10A	Primary Tumor, Blood Derived Normal
36d4634a-7a4a-4c15-970e-cb541124b626	TCGA-UCEC.79f92468-9f12-468e-9a4b-d6962dda3689.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A17D, TCGA-D1-A17D	TCGA-D1-A17D-01A, TCGA-D1-A17D-10A	Primary Tumor, Blood Derived Normal
3c558c98-1929-4833-bcd5-f97924e9b953	TCGA-UCEC.1a293216-4c5a-4df4-b2f6-e158ed2a46f2.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A16Q, TCGA-D1-A16Q	TCGA-D1-A16Q-10A, TCGA-D1-A16Q-01A	Blood Derived Normal, Primary Tumor
29718020-d476-4c1d-aec2-60123bf785c6	TCGA-UCEC.ece3002c-e2c1-4332-b0e4-106ff6c70a46.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-B5-A1MZ, TCGA-B5-A1MZ	TCGA-B5-A1MZ-10A, TCGA-B5-A1MZ-01A	Blood Derived Normal, Primary Tumor
25718f16-9f63-427d-9ff3-97433687a7f9	TCGA-UCEC.6b1acda5-81bd-4e5f-afc6-0be0707cf8d1.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A2K2, TCGA-A5-A2K2	TCGA-A5-A2K2-01A, TCGA-A5-A2K2-10A	Primary Tumor, Blood Derived Normal
ec17f5d1-7821-48ec-9799-e7f9120a22b8	TCGA-UCEC.053be5c7-f81f-4c2f-9190-58db6f65b09e.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-5S-A9Q8, TCGA-5S-A9Q8	TCGA-5S-A9Q8-10A, TCGA-5S-A9Q8-01A	Blood Derived Normal, Primary Tumor
ba065ebc-9056-4931-b8e7-5e92f7101ed1	TCGA-UCEC.38b2804b-97da-4b71-8b16-6342a40f97b0.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AJ-A3IA, TCGA-AJ-A3IA	TCGA-AJ-A3IA-01A, TCGA-AJ-A3IA-10A	Primary Tumor, Blood Derived Normal
117bd438-16e2-4bdd-aad2-1533eb5096e7	TCGA-UCEC.55c081fc-f912-43c4-8fbd-9bb51d20b5d9.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A16V, TCGA-D1-A16V	TCGA-D1-A16V-01A, TCGA-D1-A16V-10A	Primary Tumor, Blood Derived Normal
ec97fa81-17b1-4373-a11a-de653d636a9b	TCGA-UCEC.cff946db-7df6-4a64-89a0-d25950130d5d.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A3FT, TCGA-AX-A3FT	TCGA-AX-A3FT-01A, TCGA-AX-A3FT-10A	Primary Tumor, Blood Derived Normal
9652dcf2-8a17-41ae-911b-e31a6df6f04e	TCGA-UCEC.96a7c56b-59e5-4244-ac35-0d67a270dcde.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BG-A0M0, TCGA-BG-A0M0	TCGA-BG-A0M0-10A, TCGA-BG-A0M0-01A	Blood Derived Normal, Primary Tumor
c7aff0a9-0cc0-4efd-bebd-6130bb93c85c	TCGA-UCEC.703b9152-50c3-458a-943d-02192ab0152e.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A3FS, TCGA-AX-A3FS	TCGA-AX-A3FS-01A, TCGA-AX-A3FS-10A	Primary Tumor, Blood Derived Normal
77b71ffe-d31d-4b1a-b289-72ac33f56c51	TCGA-UCEC.2a5de006-d336-41d0-a288-32d0a5450484.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-EO-A3AU, TCGA-EO-A3AU	TCGA-EO-A3AU-10A, TCGA-EO-A3AU-01A	Blood Derived Normal, Primary Tumor
1ac47755-e5ee-473c-8886-96494fe2174e	TCGA-UCEC.4ed824a0-0fb8-4fab-8323-b4bb5ac2bb52.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-EO-A22S, TCGA-EO-A22S	TCGA-EO-A22S-11A, TCGA-EO-A22S-01A	Solid Tissue Normal, Primary Tumor
fe0e1d60-6dc2-4006-8648-22e997371fa7	TCGA-UCEC.95a1b5fa-2402-4337-bff1-77c683e9946e.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AJ-A2QL, TCGA-AJ-A2QL	TCGA-AJ-A2QL-10A, TCGA-AJ-A2QL-01A	Blood Derived Normal, Primary Tumor
ef1a0b80-3738-4e75-9261-865be3b40d5b	TCGA-UCEC.a726d588-1f2a-4d15-bed4-fdb6831e0a18.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-DF-A2KU, TCGA-DF-A2KU	TCGA-DF-A2KU-01A, TCGA-DF-A2KU-10A	Primary Tumor, Blood Derived Normal
4d85e16c-0b65-440b-8e0b-d88d11922180	TCGA-UCEC.a3426ec0-6081-434b-beb4-f3e5436fa5ec.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A169, TCGA-D1-A169	TCGA-D1-A169-10A, TCGA-D1-A169-01A	Blood Derived Normal, Primary Tumor
1c4e1d6f-3a41-4170-bcf8-60b21dfd50a7	TCGA-UCEC.2638b4bd-34f9-4d01-8866-0efb68891e37.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A0L8, TCGA-AP-A0L8	TCGA-AP-A0L8-10A, TCGA-AP-A0L8-01A	Blood Derived Normal, Primary Tumor
878b95ca-d7c1-4e9a-8732-9d270d53a95e	TCGA-UCEC.42bb894c-2eb0-44ff-9cce-e9733fc7a6ca.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A3LP, TCGA-A5-A3LP	TCGA-A5-A3LP-10A, TCGA-A5-A3LP-01A	Blood Derived Normal, Primary Tumor
453276f3-6e2a-4bfb-bc3a-4a6f26777159	TCGA-UCEC.ae2a43df-8dea-4bdb-b68e-2de4221d0cc0.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BG-A0MG, TCGA-BG-A0MG	TCGA-BG-A0MG-10A, TCGA-BG-A0MG-01A	Blood Derived Normal, Primary Tumor
7ba5538f-0596-43db-a35a-30233d7c6ac5	TCGA-UCEC.44dc168b-61e9-4f16-bd18-a7b73a095f91.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A101, TCGA-D1-A101	TCGA-D1-A101-01A, TCGA-D1-A101-10A	Primary Tumor, Blood Derived Normal
fde03b3e-a88b-426f-bd25-976b4f0f49a6	TCGA-UCEC.6a35ca87-4e02-4b4b-8969-cf0b39d4f883.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BG-A3PP, TCGA-BG-A3PP	TCGA-BG-A3PP-10A, TCGA-BG-A3PP-01A	Blood Derived Normal, Primary Tumor
5aba7419-b73f-472e-96b2-2c6b96063520	TCGA-UCEC.89b820f4-d8f2-490c-a3b5-8bc8ade34ce6.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A0LO, TCGA-AP-A0LO	TCGA-AP-A0LO-01A, TCGA-AP-A0LO-10A	Primary Tumor, Blood Derived Normal
20f28970-9401-4c26-8ee2-3ae9493f3842	TCGA-UCEC.93de183e-0225-4aea-8a8d-c745b27ece86.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-EY-A72D, TCGA-EY-A72D	TCGA-EY-A72D-10A, TCGA-EY-A72D-01A	Blood Derived Normal, Primary Tumor
8e2b4d56-71e9-4706-b598-e21904745dcd	TCGA-UCEC.5f5965f9-bb43-42a4-ad05-74f8780b697a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A2H7, TCGA-AX-A2H7	TCGA-AX-A2H7-10A, TCGA-AX-A2H7-01A	Blood Derived Normal, Primary Tumor
166d8004-3451-4008-afb1-97071178e014	TCGA-UCEC.5e86027c-1e42-489f-9ed3-fa8801261e8a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-EY-A1GE, TCGA-EY-A1GE	TCGA-EY-A1GE-01A, TCGA-EY-A1GE-10A	Primary Tumor, Blood Derived Normal
de4407f7-1245-45a5-bca8-1dee50f6ee63	TCGA-UCEC.dad78f03-11e7-4f04-acc4-915cbd9e9822.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A0GN, TCGA-A5-A0GN	TCGA-A5-A0GN-10A, TCGA-A5-A0GN-01A	Blood Derived Normal, Primary Tumor
a1f7c16d-8de6-4429-975d-702346d35360	TCGA-UCEC.a81f2e88-d57f-4368-8f65-9e1738d8da39.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A5FX, TCGA-AP-A5FX	TCGA-AP-A5FX-10A, TCGA-AP-A5FX-01A	Blood Derived Normal, Primary Tumor
7d2b446c-d676-4ff7-8802-a538ace39be2	TCGA-UCEC.bedc8364-4d3e-448d-b2b5-472e1d90036b.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-B5-A0JR, TCGA-B5-A0JR	TCGA-B5-A0JR-01A, TCGA-B5-A0JR-10A	Primary Tumor, Blood Derived Normal
6cdd82e9-d085-4547-a347-ed92461f9c7d	TCGA-UCEC.210885bc-367c-46b9-97c2-78b4b9ab47e7.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BS-A0UM, TCGA-BS-A0UM	TCGA-BS-A0UM-01A, TCGA-BS-A0UM-10A	Primary Tumor, Blood Derived Normal
c62c7a44-9a01-4837-90dc-77320ada170e	TCGA-UCEC.3100b35c-dae3-40a8-83f6-301ea116e439.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-EY-A1GX, TCGA-EY-A1GX	TCGA-EY-A1GX-10A, TCGA-EY-A1GX-01A	Blood Derived Normal, Primary Tumor
0376d274-18e8-45e6-8884-1261f40f46df	TCGA-UCEC.78ea41b9-d537-46ae-bb86-da7be0b3f686.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A3GB, TCGA-AX-A3GB	TCGA-AX-A3GB-10A, TCGA-AX-A3GB-01A	Blood Derived Normal, Primary Tumor
393590f0-f514-47eb-82ae-e146fac87f8a	TCGA-UCEC.1d2ce36b-88be-4251-b679-922bc3601376.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BG-A0LX, TCGA-BG-A0LX	TCGA-BG-A0LX-01A, TCGA-BG-A0LX-10A	Primary Tumor, Blood Derived Normal
5d718a7e-e247-4c79-9cdd-a252f68760a4	TCGA-UCEC.f590f9c1-53b3-458e-b14e-5728c2da2364.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-B5-A3FA, TCGA-B5-A3FA	TCGA-B5-A3FA-01A, TCGA-B5-A3FA-10A	Primary Tumor, Blood Derived Normal
13122301-e85f-4936-b705-f7be74fe46c3	TCGA-UCEC.7810f823-458a-45e4-909a-e87c29f96449.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A1DQ, TCGA-AP-A1DQ	TCGA-AP-A1DQ-10A, TCGA-AP-A1DQ-01A	Blood Derived Normal, Primary Tumor
d646d8af-40b0-4cb0-af81-3f86cfc68716	TCGA-UCEC.efaf5eb4-5b23-4511-92fe-23236c236809.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-B5-A11Q, TCGA-B5-A11Q	TCGA-B5-A11Q-10A, TCGA-B5-A11Q-01A	Blood Derived Normal, Primary Tumor
b63029f9-f9a5-4546-9252-e78758e18766	TCGA-UCEC.26eef856-9692-4618-8000-9f5877fe457a.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A2H4, TCGA-AX-A2H4	TCGA-AX-A2H4-11A, TCGA-AX-A2H4-01A	Solid Tissue Normal, Primary Tumor
20ddc1c0-b657-412b-95a9-6ac1787152bb	TCGA-UCEC.669db125-d541-470b-8d42-7bf84a85a0e5.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A0RA, TCGA-A5-A0RA	TCGA-A5-A0RA-01A, TCGA-A5-A0RA-10A	Primary Tumor, Blood Derived Normal
dc73b5b9-2eb1-418d-bb93-1dc5e9808245	TCGA-UCEC.a3631721-6ed0-4e88-b96d-9a6896deb6f5.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BS-A0UV, TCGA-BS-A0UV	TCGA-BS-A0UV-01A, TCGA-BS-A0UV-10A	Primary Tumor, Blood Derived Normal
0247b4c9-9208-4e8d-8e83-9187f0313d5e	TCGA-UCEC.181344cc-cfbc-4dbd-b90e-ebcd26e0f20b.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-PG-A917, TCGA-PG-A917	TCGA-PG-A917-11A, TCGA-PG-A917-01A	Solid Tissue Normal, Primary Tumor
fa223891-dd34-4261-94dc-09b7b30e2380	TCGA-UCEC.9bcbac18-118f-43d8-b9f9-191406f39b19.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A0LJ, TCGA-AP-A0LJ	TCGA-AP-A0LJ-10A, TCGA-AP-A0LJ-01A	Blood Derived Normal, Primary Tumor
f075ba91-c344-47cd-9f20-7ca59c77ae2a	TCGA-UCEC.ac480d07-b41b-4e88-99c8-3a09b7a073b3.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BG-A0MI, TCGA-BG-A0MI	TCGA-BG-A0MI-10A, TCGA-BG-A0MI-01A	Blood Derived Normal, Primary Tumor
5bd0951e-601e-45fa-9282-5e4b4e652cc1	TCGA-UCEC.b19b999a-5d30-4fc8-a522-1c19c433caf6.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A1C8, TCGA-AX-A1C8	TCGA-AX-A1C8-01A, TCGA-AX-A1C8-10A	Primary Tumor, Blood Derived Normal
6db6495d-fc9b-4efb-b631-6644cb210f63	TCGA-UCEC.23a28001-6e8e-4895-9a47-6aa88288a422.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A05A, TCGA-AP-A05A	TCGA-AP-A05A-01A, TCGA-AP-A05A-10A	Primary Tumor, Blood Derived Normal
0007e9c7-d8f2-4d26-a5bb-bd5f80fa75d2	TCGA-UCEC.19447dec-ec8c-4e5f-abd7-3f70f03341c8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A15Z, TCGA-D1-A15Z	TCGA-D1-A15Z-10A, TCGA-D1-A15Z-01A	Blood Derived Normal, Primary Tumor
1355ae4d-e756-4314-b999-5107f7c7e0cd	TCGA-UCEC.265e67a7-bb8c-45d3-ab08-d3d4cae68468.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AX-A2H5, TCGA-AX-A2H5	TCGA-AX-A2H5-01A, TCGA-AX-A2H5-11A	Primary Tumor, Solid Tissue Normal
54e97cf3-843b-46d5-bdba-2cd41ba3f254	TCGA-UCEC.e21627e9-b15c-4dee-8f8c-64bdb820291b.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A0GQ, TCGA-A5-A0GQ	TCGA-A5-A0GQ-10A, TCGA-A5-A0GQ-01A	Blood Derived Normal, Primary Tumor
a653f86d-c06b-4449-abbb-0453731a92e0	TCGA-UCEC.be116fad-037d-4ed3-818f-d82715e27bcf.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AJ-A3NC, TCGA-AJ-A3NC	TCGA-AJ-A3NC-10A, TCGA-AJ-A3NC-01A	Blood Derived Normal, Primary Tumor
1e16ab9f-ae25-4995-aa89-3608d9fcef01	TCGA-UCEC.72b4b9c4-5386-4fa6-b267-22418140cff9.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-KP-A3W0, TCGA-KP-A3W0	TCGA-KP-A3W0-10A, TCGA-KP-A3W0-01A	Blood Derived Normal, Primary Tumor
5c60cca2-1dd2-463a-8609-e41fc71b4314	TCGA-UCEC.87054c4d-1381-4b90-9a28-9cf613d3e45f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-B5-A11N, TCGA-B5-A11N	TCGA-B5-A11N-10A, TCGA-B5-A11N-01A	Blood Derived Normal, Primary Tumor
21abd256-9d8f-473e-9f7b-4139821bea65	TCGA-UCEC.1472e71a-54c3-43e6-9758-680257ad4de8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BS-A0V7, TCGA-BS-A0V7	TCGA-BS-A0V7-01A, TCGA-BS-A0V7-10A	Primary Tumor, Blood Derived Normal
a283fafb-aaf4-4f00-9afd-fe5068373dea	TCGA-UCEC.d3437954-4aaf-49c4-9a72-df4f52940ca8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A17Q, TCGA-D1-A17Q	TCGA-D1-A17Q-10A, TCGA-D1-A17Q-01A	Blood Derived Normal, Primary Tumor
7bad38ca-b863-49e0-b3f6-0bf7ba621943	TCGA-UCEC.285be971-f390-411c-891c-7a44cc4f61a1.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BG-A0VT, TCGA-BG-A0VT	TCGA-BG-A0VT-01A, TCGA-BG-A0VT-10A	Primary Tumor, Blood Derived Normal
b81d9543-d458-4dd5-86db-a31c6e157326	TCGA-UCEC.f861a0e5-c07e-4a23-b666-05f0ee71c4e8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A0LG, TCGA-AP-A0LG	TCGA-AP-A0LG-01A, TCGA-AP-A0LG-10A	Primary Tumor, Blood Derived Normal
b903f780-2cda-4eeb-b700-4b6873f8bb85	TCGA-UCEC.e1b809e3-d0ee-4d7e-8c8c-7c53b9cd67ac.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AP-A0LL, TCGA-AP-A0LL	TCGA-AP-A0LL-01A, TCGA-AP-A0LL-10A	Primary Tumor, Blood Derived Normal
f0f747f2-54ef-4f92-bee6-1f5753ad4619	TCGA-UCEC.2ed1681a-3284-4139-9d1e-d8cb82101767.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-E6-A2P8, TCGA-E6-A2P8	TCGA-E6-A2P8-01A, TCGA-E6-A2P8-10A	Primary Tumor, Blood Derived Normal
b81b5fa4-430a-4579-ab6a-3be3a3106d6d	TCGA-UCEC.0ca9ef86-aaee-48b0-85f7-5ad3e4549416.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-EO-A3AV, TCGA-EO-A3AV	TCGA-EO-A3AV-10A, TCGA-EO-A3AV-01A	Blood Derived Normal, Primary Tumor
7033524e-482d-4d17-ada7-fdcf3fccb0a5	TCGA-UCEC.b614c02d-24ad-40c8-b5dd-19ba38d31c46.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-AJ-A23M, TCGA-AJ-A23M	TCGA-AJ-A23M-10A, TCGA-AJ-A23M-01A	Blood Derived Normal, Primary Tumor
2bc52f5d-00c7-4866-9e55-649daf195929	TCGA-UCEC.bbb222f7-89c1-4753-8121-1e34b10ed0db.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-B5-A5OE, TCGA-B5-A5OE	TCGA-B5-A5OE-10A, TCGA-B5-A5OE-01A	Blood Derived Normal, Primary Tumor
8569dfd6-013d-44d2-8861-5a75ff5e7a22	TCGA-UCEC.fb8c4afc-c930-474c-a28a-8f9a408059be.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A1NW, TCGA-D1-A1NW	TCGA-D1-A1NW-01A, TCGA-D1-A1NW-10A	Primary Tumor, Blood Derived Normal
33bb2eb0-4de6-4739-b1e8-8ea3facc12e3	TCGA-UCEC.711e48c8-b4c1-4399-b4b0-ef738816d29d.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-D1-A0ZU, TCGA-D1-A0ZU	TCGA-D1-A0ZU-10A, TCGA-D1-A0ZU-01A	Blood Derived Normal, Primary Tumor
7bc27fc3-90f8-4c53-85bf-82bbb950a51a	TCGA-UCEC.f366864d-3985-4bff-9b68-c9e842f800cf.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A0G9, TCGA-A5-A0G9	TCGA-A5-A0G9-01A, TCGA-A5-A0G9-10A	Primary Tumor, Blood Derived Normal
52e4e7dd-ecad-4621-8d57-89866558681e	TCGA-UCEC.2c1a247e-d950-4ff5-8906-3c29541d9fcf.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-AB3J, TCGA-A5-AB3J	TCGA-A5-AB3J-10A, TCGA-A5-AB3J-01A	Blood Derived Normal, Primary Tumor
38d19618-83f5-4f7f-8c4e-7dd15bbda2d1	TCGA-UCEC.addcd76a-d0a9-4c04-828c-fbb391be6f0d.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-FI-A2EY, TCGA-FI-A2EY	TCGA-FI-A2EY-10A, TCGA-FI-A2EY-01A	Blood Derived Normal, Primary Tumor
c32b061a-c966-491d-aa43-a367ec89b753	TCGA-UCEC.38217ac9-e4ca-4bd7-be8a-09288c9871ef.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-A5-A0GW, TCGA-A5-A0GW	TCGA-A5-A0GW-10A, TCGA-A5-A0GW-01A	Blood Derived Normal, Primary Tumor
ae53a981-89cb-48f2-9ae8-207d030a1a02	TCGA-UCEC.1d98d549-8481-42e9-9313-5da4ebf50635.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BS-A0UA, TCGA-BS-A0UA	TCGA-BS-A0UA-10A, TCGA-BS-A0UA-01A	Blood Derived Normal, Primary Tumor
4697493b-6277-44a6-a084-a4dff0084a74	TCGA-UCEC.b938fd48-bdf6-4924-a85e-aac80a7b3af8.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-UCEC	TCGA-BK-A0CA, TCGA-BK-A0CA	TCGA-BK-A0CA-10A, TCGA-BK-A0CA-01A	Blood Derived Normal, Primary Tumor
36fa85f2-118f-4fc8-a73e-17a64d5c8326	TCGA-CESC.37a80d1f-26dd-4178-934d-fd088a91e5a1.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-CESC	TCGA-ZJ-AAXD, TCGA-ZJ-AAXD	TCGA-ZJ-AAXD-10A, TCGA-ZJ-AAXD-01A	Blood Derived Normal, Primary Tumor
1a198bae-5aeb-47ef-badd-0cb2f99252af	TCGA-CESC.bee1084d-680e-452b-8eb6-25b2235c570f.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-CESC	TCGA-VS-A8EC, TCGA-VS-A8EC	TCGA-VS-A8EC-01A, TCGA-VS-A8EC-10A	Primary Tumor, Blood Derived Normal
ae2864c9-e098-498b-942a-a8dafa14fc66	TCGA-CESC.8c9646ab-ac17-4f4b-8d17-65d8b9f3d784.ascat3.gene_level_copy_number.v36.tsv	Copy Number Variation	Gene Level Copy Number	TCGA-CESC	TCGA-Q1-A73S, TCGA-Q1-A73S	TCGA-Q1-A73S-10B, TCGA-Q1-A73S-01A	Blood Derived Normal, Primary Tumor
